palabra,pinyin,sentido,traduccion,ejemplo,audio_url,score
而,er,(indica contraste), (indica contraste),Ejemplo de uso con 而 - (indica contraste),https://translate.google.com/translate_tts?ie=UTF-8&q=而&tl=zh&client=tw-ob,9166912
道,dao,camino,camino,Ejemplo de uso con 道 - camino,https://translate.google.com/translate_tts?ie=UTF-8&q=道&tl=zh&client=tw-ob,8994880
道,dao,"ruta (cl: 條 | 条 [tiao2], 股 [gu3])"," ruta (cl: 條 | 条 [tiao2], 股 [gu3])","Ejemplo de uso con 道 - ruta (cl: 條 | 条 [tiao2], 股 [gu3])",https://translate.google.com/translate_tts?ie=UTF-8&q=道&tl=zh&client=tw-ob,8994880
道,dao,(forma unida) forma, (forma unida) forma,Ejemplo de uso con 道 - (forma unida) forma,https://translate.google.com/translate_tts?ie=UTF-8&q=道&tl=zh&client=tw-ob,8994880
道,dao,razón, razón,Ejemplo de uso con 道 - razón,https://translate.google.com/translate_tts?ie=UTF-8&q=道&tl=zh&client=tw-ob,8994880
道,dao,principio, principio,Ejemplo de uso con 道 - principio,https://translate.google.com/translate_tts?ie=UTF-8&q=道&tl=zh&client=tw-ob,8994880
道,dao,(forma unida) una habilidad, (forma unida) una habilidad,Ejemplo de uso con 道 - (forma unida) una habilidad,https://translate.google.com/translate_tts?ie=UTF-8&q=道&tl=zh&client=tw-ob,8994880
道,dao,un arte, un arte,Ejemplo de uso con 道 - un arte,https://translate.google.com/translate_tts?ie=UTF-8&q=道&tl=zh&client=tw-ob,8994880
道,dao,una especialización, una especialización,Ejemplo de uso con 道 - una especialización,https://translate.google.com/translate_tts?ie=UTF-8&q=道&tl=zh&client=tw-ob,8994880
道,dao,(Taoísmo) el camino, (Taoísmo) el camino,Ejemplo de uso con 道 - (Taoísmo) el camino,https://translate.google.com/translate_tts?ie=UTF-8&q=道&tl=zh&client=tw-ob,8994880
道,dao,el dao, el dao,Ejemplo de uso con 道 - el dao,https://translate.google.com/translate_tts?ie=UTF-8&q=道&tl=zh&client=tw-ob,8994880
道,dao,"decir (introducir una cita directa, como en una novela)"," decir (introducir una cita directa, como en una novela)","Ejemplo de uso con 道 - decir (introducir una cita directa, como en una novela)",https://translate.google.com/translate_tts?ie=UTF-8&q=道&tl=zh&client=tw-ob,8994880
道,dao,(forma unida) para expresar, (forma unida) para expresar,Ejemplo de uso con 道 - (forma unida) para expresar,https://translate.google.com/translate_tts?ie=UTF-8&q=道&tl=zh&client=tw-ob,8994880
道,dao,extender (palabras educadas), extender (palabras educadas),Ejemplo de uso con 道 - extender (palabras educadas),https://translate.google.com/translate_tts?ie=UTF-8&q=道&tl=zh&client=tw-ob,8994880
道,dao,"Clasificador para cosas largas y delgadas (ríos, grietas, etc.), barreras (paredes, puertas, etc.), preguntas (en un examen, etc.), comandos, cursos en una comida, pase en un proceso"," Clasificador para cosas largas y delgadas (ríos, grietas, etc.), barreras (paredes, puertas, etc.), preguntas (en un examen, etc.), comandos, cursos en una comida, pase en un proceso","Ejemplo de uso con 道 - Clasificador para cosas largas y delgadas (ríos, grietas, etc.), barreras (paredes, puertas, etc.), preguntas (en un examen, etc.), comandos, cursos en una comida, pase en un proceso",https://translate.google.com/translate_tts?ie=UTF-8&q=道&tl=zh&client=tw-ob,8994880
道,dao,(antiguo) Circuito (división administrativa), (antiguo) Circuito (división administrativa),Ejemplo de uso con 道 - (antiguo) Circuito (división administrativa),https://translate.google.com/translate_tts?ie=UTF-8&q=道&tl=zh&client=tw-ob,8994880
和,he,para mezclar (ingredientes) juntos,para mezclar (ingredientes) juntos,Ejemplo de uso con 和 - para mezclar (ingredientes) juntos,https://translate.google.com/translate_tts?ie=UTF-8&q=和&tl=zh&client=tw-ob,8893040
和,he,para mezclar, para mezclar,Ejemplo de uso con 和 - para mezclar,https://translate.google.com/translate_tts?ie=UTF-8&q=和&tl=zh&client=tw-ob,8893040
和,he,clasificador para enjuagues de ropa, clasificador para enjuagues de ropa,Ejemplo de uso con 和 - clasificador para enjuagues de ropa,https://translate.google.com/translate_tts?ie=UTF-8&q=和&tl=zh&client=tw-ob,8893040
和,he,Clasificador para forrajes de hierbas medicinales, Clasificador para forrajes de hierbas medicinales,Ejemplo de uso con 和 - Clasificador para forrajes de hierbas medicinales,https://translate.google.com/translate_tts?ie=UTF-8&q=和&tl=zh&client=tw-ob,8893040
看,kan,para ver,para ver,Ejemplo de uso con 看 - para ver,https://translate.google.com/translate_tts?ie=UTF-8&q=看&tl=zh&client=tw-ob,8063561
看,kan,mirar, mirar,Ejemplo de uso con 看 - mirar,https://translate.google.com/translate_tts?ie=UTF-8&q=看&tl=zh&client=tw-ob,8063561
看,kan,para leer, para leer,Ejemplo de uso con 看 - para leer,https://translate.google.com/translate_tts?ie=UTF-8&q=看&tl=zh&client=tw-ob,8063561
看,kan,para mirar, para mirar,Ejemplo de uso con 看 - para mirar,https://translate.google.com/translate_tts?ie=UTF-8&q=看&tl=zh&client=tw-ob,8063561
看,kan,para visitar, para visitar,Ejemplo de uso con 看 - para visitar,https://translate.google.com/translate_tts?ie=UTF-8&q=看&tl=zh&client=tw-ob,8063561
看,kan,llamar, llamar,Ejemplo de uso con 看 - llamar,https://translate.google.com/translate_tts?ie=UTF-8&q=看&tl=zh&client=tw-ob,8063561
看,kan,considerar, considerar,Ejemplo de uso con 看 - considerar,https://translate.google.com/translate_tts?ie=UTF-8&q=看&tl=zh&client=tw-ob,8063561
看,kan,considerar como, considerar como,Ejemplo de uso con 看 - considerar como,https://translate.google.com/translate_tts?ie=UTF-8&q=看&tl=zh&client=tw-ob,8063561
看,kan,cuidar, cuidar,Ejemplo de uso con 看 - cuidar,https://translate.google.com/translate_tts?ie=UTF-8&q=看&tl=zh&client=tw-ob,8063561
看,kan,tratar (un paciente o enfermedad), tratar (un paciente o enfermedad),Ejemplo de uso con 看 - tratar (un paciente o enfermedad),https://translate.google.com/translate_tts?ie=UTF-8&q=看&tl=zh&client=tw-ob,8063561
看,kan,depender de, depender de,Ejemplo de uso con 看 - depender de,https://translate.google.com/translate_tts?ie=UTF-8&q=看&tl=zh&client=tw-ob,8063561
看,kan,sentir (que), sentir (que),Ejemplo de uso con 看 - sentir (que),https://translate.google.com/translate_tts?ie=UTF-8&q=看&tl=zh&client=tw-ob,8063561
看,kan,(después de un verbo) para probarlo, (después de un verbo) para probarlo,Ejemplo de uso con 看 - (después de un verbo) para probarlo,https://translate.google.com/translate_tts?ie=UTF-8&q=看&tl=zh&client=tw-ob,8063561
看,kan,Para tener en cuenta, Para tener en cuenta,Ejemplo de uso con 看 - Para tener en cuenta,https://translate.google.com/translate_tts?ie=UTF-8&q=看&tl=zh&client=tw-ob,8063561
前,qian,frente,frente,Ejemplo de uso con 前 - frente,https://translate.google.com/translate_tts?ie=UTF-8&q=前&tl=zh&client=tw-ob,7596259
前,qian,adelante, adelante,Ejemplo de uso con 前 - adelante,https://translate.google.com/translate_tts?ie=UTF-8&q=前&tl=zh&client=tw-ob,7596259
前,qian,adelante, adelante,Ejemplo de uso con 前 - adelante,https://translate.google.com/translate_tts?ie=UTF-8&q=前&tl=zh&client=tw-ob,7596259
前,qian,primero, primero,Ejemplo de uso con 前 - primero,https://translate.google.com/translate_tts?ie=UTF-8&q=前&tl=zh&client=tw-ob,7596259
前,qian,arriba (seguido de un número), arriba (seguido de un número),Ejemplo de uso con 前 - arriba (seguido de un número),https://translate.google.com/translate_tts?ie=UTF-8&q=前&tl=zh&client=tw-ob,7596259
前,qian,futuro, futuro,Ejemplo de uso con 前 - futuro,https://translate.google.com/translate_tts?ie=UTF-8&q=前&tl=zh&client=tw-ob,7596259
前,qian,atrás, atrás,Ejemplo de uso con 前 - atrás,https://translate.google.com/translate_tts?ie=UTF-8&q=前&tl=zh&client=tw-ob,7596259
前,qian,antes, antes,Ejemplo de uso con 前 - antes,https://translate.google.com/translate_tts?ie=UTF-8&q=前&tl=zh&client=tw-ob,7596259
前,qian,"BC (por ejemplo, 前 293年)"," BC (por ejemplo, 前 293年)","Ejemplo de uso con 前 - BC (por ejemplo, 前 293年)",https://translate.google.com/translate_tts?ie=UTF-8&q=前&tl=zh&client=tw-ob,7596259
前,qian,anterior, anterior,Ejemplo de uso con 前 - anterior,https://translate.google.com/translate_tts?ie=UTF-8&q=前&tl=zh&client=tw-ob,7596259
前,qian,antes, antes,Ejemplo de uso con 前 - antes,https://translate.google.com/translate_tts?ie=UTF-8&q=前&tl=zh&client=tw-ob,7596259
走,zou,caminar,caminar,Ejemplo de uso con 走 - caminar,https://translate.google.com/translate_tts?ie=UTF-8&q=走&tl=zh&client=tw-ob,7262928
走,zou,ir, ir,Ejemplo de uso con 走 - ir,https://translate.google.com/translate_tts?ie=UTF-8&q=走&tl=zh&client=tw-ob,7262928
走,zou,correr, correr,Ejemplo de uso con 走 - correr,https://translate.google.com/translate_tts?ie=UTF-8&q=走&tl=zh&client=tw-ob,7262928
走,zou,para moverse (del vehículo), para moverse (del vehículo),Ejemplo de uso con 走 - para moverse (del vehículo),https://translate.google.com/translate_tts?ie=UTF-8&q=走&tl=zh&client=tw-ob,7262928
走,zou,para visitar, para visitar,Ejemplo de uso con 走 - para visitar,https://translate.google.com/translate_tts?ie=UTF-8&q=走&tl=zh&client=tw-ob,7262928
走,zou,para irse, para irse,Ejemplo de uso con 走 - para irse,https://translate.google.com/translate_tts?ie=UTF-8&q=走&tl=zh&client=tw-ob,7262928
走,zou,para irse, para irse,Ejemplo de uso con 走 - para irse,https://translate.google.com/translate_tts?ie=UTF-8&q=走&tl=zh&client=tw-ob,7262928
走,zou,morir (euph.), morir (euph.),Ejemplo de uso con 走 - morir (euph.),https://translate.google.com/translate_tts?ie=UTF-8&q=走&tl=zh&client=tw-ob,7262928
走,zou,de, de,Ejemplo de uso con 走 - de,https://translate.google.com/translate_tts?ie=UTF-8&q=走&tl=zh&client=tw-ob,7262928
走,zou,a través de, a través de,Ejemplo de uso con 走 - a través de,https://translate.google.com/translate_tts?ie=UTF-8&q=走&tl=zh&client=tw-ob,7262928
走,zou,"lejos (en verbos compuestos, como 撤走 [Che4 zou3])"," lejos (en verbos compuestos, como 撤走 [Che4 zou3])","Ejemplo de uso con 走 - lejos (en verbos compuestos, como 撤走 [Che4 zou3])",https://translate.google.com/translate_tts?ie=UTF-8&q=走&tl=zh&client=tw-ob,7262928
走,zou,"Cambiar (forma, forma, significado)"," Cambiar (forma, forma, significado)","Ejemplo de uso con 走 - Cambiar (forma, forma, significado)",https://translate.google.com/translate_tts?ie=UTF-8&q=走&tl=zh&client=tw-ob,7262928
在,zai,existir,existir,Ejemplo de uso con 在 - existir,https://translate.google.com/translate_tts?ie=UTF-8&q=在&tl=zh&client=tw-ob,6551235
在,zai,estar vivo, estar vivo,Ejemplo de uso con 在 - estar vivo,https://translate.google.com/translate_tts?ie=UTF-8&q=在&tl=zh&client=tw-ob,6551235
在,zai,(de SB o STH) para ser (ubicado) en, (de SB o STH) para ser (ubicado) en,Ejemplo de uso con 在 - (de SB o STH) para ser (ubicado) en,https://translate.google.com/translate_tts?ie=UTF-8&q=在&tl=zh&client=tw-ob,6551235
在,zai,(usado antes de un verbo para indicar una acción en progreso), (usado antes de un verbo para indicar una acción en progreso),Ejemplo de uso con 在 - (usado antes de un verbo para indicar una acción en progreso),https://translate.google.com/translate_tts?ie=UTF-8&q=在&tl=zh&client=tw-ob,6551235
地,di,tierra,tierra,Ejemplo de uso con 地 - tierra,https://translate.google.com/translate_tts?ie=UTF-8&q=地&tl=zh&client=tw-ob,5779476
地,di,suelo, suelo,Ejemplo de uso con 地 - suelo,https://translate.google.com/translate_tts?ie=UTF-8&q=地&tl=zh&client=tw-ob,5779476
地,di,campo, campo,Ejemplo de uso con 地 - campo,https://translate.google.com/translate_tts?ie=UTF-8&q=地&tl=zh&client=tw-ob,5779476
地,di,lugar, lugar,Ejemplo de uso con 地 - lugar,https://translate.google.com/translate_tts?ie=UTF-8&q=地&tl=zh&client=tw-ob,5779476
地,di,tierra, tierra,Ejemplo de uso con 地 - tierra,https://translate.google.com/translate_tts?ie=UTF-8&q=地&tl=zh&client=tw-ob,5779476
地,di,CL: 片 [Pian4], CL: 片 [Pian4],Ejemplo de uso con 地 - CL: 片 [Pian4],https://translate.google.com/translate_tts?ie=UTF-8&q=地&tl=zh&client=tw-ob,5779476
白,bai,blanco,blanco,Ejemplo de uso con 白 - blanco,https://translate.google.com/translate_tts?ie=UTF-8&q=白&tl=zh&client=tw-ob,5409306
白,bai,de mucha nieve, de mucha nieve,Ejemplo de uso con 白 - de mucha nieve,https://translate.google.com/translate_tts?ie=UTF-8&q=白&tl=zh&client=tw-ob,5409306
白,bai,puro, puro,Ejemplo de uso con 白 - puro,https://translate.google.com/translate_tts?ie=UTF-8&q=白&tl=zh&client=tw-ob,5409306
白,bai,brillante, brillante,Ejemplo de uso con 白 - brillante,https://translate.google.com/translate_tts?ie=UTF-8&q=白&tl=zh&client=tw-ob,5409306
白,bai,vacío, vacío,Ejemplo de uso con 白 - vacío,https://translate.google.com/translate_tts?ie=UTF-8&q=白&tl=zh&client=tw-ob,5409306
白,bai,blanco, blanco,Ejemplo de uso con 白 - blanco,https://translate.google.com/translate_tts?ie=UTF-8&q=白&tl=zh&client=tw-ob,5409306
白,bai,plano, plano,Ejemplo de uso con 白 - plano,https://translate.google.com/translate_tts?ie=UTF-8&q=白&tl=zh&client=tw-ob,5409306
白,bai,claro, claro,Ejemplo de uso con 白 - claro,https://translate.google.com/translate_tts?ie=UTF-8&q=白&tl=zh&client=tw-ob,5409306
白,bai,para dejar en claro, para dejar en claro,Ejemplo de uso con 白 - para dejar en claro,https://translate.google.com/translate_tts?ie=UTF-8&q=白&tl=zh&client=tw-ob,5409306
白,bai,en vano, en vano,Ejemplo de uso con 白 - en vano,https://translate.google.com/translate_tts?ie=UTF-8&q=白&tl=zh&client=tw-ob,5409306
白,bai,gratuito, gratuito,Ejemplo de uso con 白 - gratuito,https://translate.google.com/translate_tts?ie=UTF-8&q=白&tl=zh&client=tw-ob,5409306
白,bai,gratis, gratis,Ejemplo de uso con 白 - gratis,https://translate.google.com/translate_tts?ie=UTF-8&q=白&tl=zh&client=tw-ob,5409306
白,bai,reaccionario, reaccionario,Ejemplo de uso con 白 - reaccionario,https://translate.google.com/translate_tts?ie=UTF-8&q=白&tl=zh&client=tw-ob,5409306
白,bai,anticomunista, anticomunista,Ejemplo de uso con 白 - anticomunista,https://translate.google.com/translate_tts?ie=UTF-8&q=白&tl=zh&client=tw-ob,5409306
白,bai,funeral, funeral,Ejemplo de uso con 白 - funeral,https://translate.google.com/translate_tts?ie=UTF-8&q=白&tl=zh&client=tw-ob,5409306
白,bai,mirar fríamente, mirar fríamente,Ejemplo de uso con 白 - mirar fríamente,https://translate.google.com/translate_tts?ie=UTF-8&q=白&tl=zh&client=tw-ob,5409306
白,bai,escribir el carácter incorrecto, escribir el carácter incorrecto,Ejemplo de uso con 白 - escribir el carácter incorrecto,https://translate.google.com/translate_tts?ie=UTF-8&q=白&tl=zh&client=tw-ob,5409306
白,bai,para indicar, para indicar,Ejemplo de uso con 白 - para indicar,https://translate.google.com/translate_tts?ie=UTF-8&q=白&tl=zh&client=tw-ob,5409306
白,bai,para explicar, para explicar,Ejemplo de uso con 白 - para explicar,https://translate.google.com/translate_tts?ie=UTF-8&q=白&tl=zh&client=tw-ob,5409306
白,bai,vernáculo, vernáculo,Ejemplo de uso con 白 - vernáculo,https://translate.google.com/translate_tts?ie=UTF-8&q=白&tl=zh&client=tw-ob,5409306
白,bai,líneas habladas en ópera, líneas habladas en ópera,Ejemplo de uso con 白 - líneas habladas en ópera,https://translate.google.com/translate_tts?ie=UTF-8&q=白&tl=zh&client=tw-ob,5409306
使,shi,hacer,hacer,Ejemplo de uso con 使 - hacer,https://translate.google.com/translate_tts?ie=UTF-8&q=使&tl=zh&client=tw-ob,5237055
使,shi,causar, causar,Ejemplo de uso con 使 - causar,https://translate.google.com/translate_tts?ie=UTF-8&q=使&tl=zh&client=tw-ob,5237055
使,shi,para habilitar, para habilitar,Ejemplo de uso con 使 - para habilitar,https://translate.google.com/translate_tts?ie=UTF-8&q=使&tl=zh&client=tw-ob,5237055
使,shi,para usar, para usar,Ejemplo de uso con 使 - para usar,https://translate.google.com/translate_tts?ie=UTF-8&q=使&tl=zh&client=tw-ob,5237055
使,shi,emplear, emplear,Ejemplo de uso con 使 - emplear,https://translate.google.com/translate_tts?ie=UTF-8&q=使&tl=zh&client=tw-ob,5237055
使,shi,para enviar, para enviar,Ejemplo de uso con 使 - para enviar,https://translate.google.com/translate_tts?ie=UTF-8&q=使&tl=zh&client=tw-ob,5237055
使,shi,para instruir a SB que haga sth, para instruir a SB que haga sth,Ejemplo de uso con 使 - para instruir a SB que haga sth,https://translate.google.com/translate_tts?ie=UTF-8&q=使&tl=zh&client=tw-ob,5237055
使,shi,enviado, enviado,Ejemplo de uso con 使 - enviado,https://translate.google.com/translate_tts?ie=UTF-8&q=使&tl=zh&client=tw-ob,5237055
使,shi,mensajero, mensajero,Ejemplo de uso con 使 - mensajero,https://translate.google.com/translate_tts?ie=UTF-8&q=使&tl=zh&client=tw-ob,5237055
到,dao,alcanzar,alcanzar,Ejemplo de uso con 到 - alcanzar,https://translate.google.com/translate_tts?ie=UTF-8&q=到&tl=zh&client=tw-ob,5133525
到,dao,llegar, llegar,Ejemplo de uso con 到 - llegar,https://translate.google.com/translate_tts?ie=UTF-8&q=到&tl=zh&client=tw-ob,5133525
到,dao,para irse por, para irse por,Ejemplo de uso con 到 - para irse por,https://translate.google.com/translate_tts?ie=UTF-8&q=到&tl=zh&client=tw-ob,5133525
到,dao,para ir, para ir,Ejemplo de uso con 到 - para ir,https://translate.google.com/translate_tts?ie=UTF-8&q=到&tl=zh&client=tw-ob,5133525
到,dao,a (un lugar), a (un lugar),Ejemplo de uso con 到 - a (un lugar),https://translate.google.com/translate_tts?ie=UTF-8&q=到&tl=zh&client=tw-ob,5133525
到,dao,hasta (una hora), hasta (una hora),Ejemplo de uso con 到 - hasta (una hora),https://translate.google.com/translate_tts?ie=UTF-8&q=到&tl=zh&client=tw-ob,5133525
到,dao,hasta cierto punto), hasta cierto punto),Ejemplo de uso con 到 - hasta cierto punto),https://translate.google.com/translate_tts?ie=UTF-8&q=到&tl=zh&client=tw-ob,5133525
